FOTO: Konference Tîra enerìija transportam	https://www.db.lv/zinas/foto-konference-tira-energija-transportam-495032
Victoria's Secret kontrolpakete pârdota par 525 miljoniem dolâru	https://www.db.lv/zinas/victorias-secret-kontrolpakete-pardota-par-525-miljoniem-dolaru-495034
Pircçjus kârdina ar sapelçjuðiem burgeriem	https://www.db.lv/zinas/pircejus-kardina-ar-sapelejusiem-burgeriem-495033
Par Rîgas brîvostas valdes priekðsçdçtâju ievçlçts Viesturs Zeps	https://www.db.lv/zinas/par-rigas-brivostas-valdes-priekssedetaju-ievelets-viesturs-zeps-495030
Lîdz 2030.gadam Latvijâ bûs 36 tûkstoði elektroautomaðînu	https://www.db.lv/zinas/lidz-2030gadam-latvija-bus-36-tukstosi-elektroautomasinu-495029
Lidl veikalos Lietuvâ vairs netirgo plastmasas iepirkumu maisiòus	https://www.db.lv/zinas/lidl-veikalos-lietuva-vairs-netirgo-plastmasas-iepirkumu-maisinus-495027
Aptiekâs izpçrk sejas aizsargmaskas	https://www.db.lv/zinas/aptiekas-izperk-sejas-aizsargmaskas-495026
Âtri jâlabo nekustamâ îpaðuma tirgus!	https://www.db.lv/zinas/atri-jalabo-nekustama-ipasuma-tirgus-495023
Uzòçmçjdarbîbai labâkâs Eiropas valstis	https://www.db.lv/zinas/uznemejdarbibai-labakas-eiropas-valstis-495019
Latvijai ne visai veicies transporta enerìçtikas mçríu sasniegðanâ	https://www.db.lv/zinas/latvijai-ne-visai-veicies-transporta-energetikas-merku-sasniegsana-495018
Operas namâ vajadzçtu ieguldît 4 lîdz 5 miljonus eiro	https://www.db.lv/zinas/operas-nama-vajadzetu-ieguldit-4-lidz-5-miljonus-eiro-495012
Igaunijâ sâk bûvçt 100 miljonu eiro vçrtu datu centru	https://www.db.lv/zinas/igaunija-sak-buvet-100-miljonu-eiro-vertu-datu-centru-495008
FOTO: Andrejostâ un Andrejsalâ sâkas slieþu demontâþa	https://www.db.lv/zinas/foto-andrejosta-un-andrejsala-sakas-sliezu-demontaza-495002
